id	md5	size	urls
24a6e7b42b6411e9b215a7d3def1d1a3	b4379188b99818d6e0d82b50ae5482bc	8390803	s3://human-microbiome-project/DEMO/HMR16S/SRP002429/stool/not_affected/SRS174000.tar.bz2
06c498b62b7a11e98353372590c96bdd	55a14d551a7af3b4b07bb97fc2931ee1	7709095	s3://human-microbiome-project/DEMO/HMR16S/SRP002429/stool/not_affected/SRS174001.tar.bz2
