id	md5	size	urls
4965dbba295b11e9b3317f51727b1e19	97e69c2630728736e072e48151776ec5	86097920	gs://nemo-public/biccn/grant/cemba/callaway/projection/CEMBA17Q4_SSp_SC_snmC-seq/bam/180118_CEMBA_mm_P56_P63_RS2_180117_P3_180117_P4_H12_AD012_srt_rmdup_q10_filtered.bam.tar
4965ddd6295b11e9b332b3082e4d8c77	aacaee60c0e0da4346e32c22ef75acf7	149473280	gs://nemo-public/biccn/grant/cemba/callaway/projection/CEMBA17Q4_SSp_SC_snmC-seq/bam/180118_CEMBA_mm_P56_P63_RS2_180117_P3_180117_P4_H1_AD007_srt_rmdup_q10_filtered.bam.tar
4965de4e295b11e9b33323103ee5aee4	af4e0f79896b8fcd68fcf115f657a47d	92170240	gs://nemo-public/biccn/grant/cemba/callaway/projection/CEMBA17Q4_SSp_SC_snmC-seq/bam/180118_CEMBA_mm_P56_P63_RS2_180117_P3_180117_P4_H5_AD010_srt_rmdup_q10_filtered.bam.tar
4965debc295b11e9b3346fb5014d0323	6db6ffa3ff24c611ec11a4ab227ef006	151838720	gs://nemo-public/biccn/grant/cemba/callaway/projection/CEMBA17Q4_SSp_SC_snmC-seq/bam/180118_CEMBA_mm_P56_P63_RS2_180117_P3_180117_P4_H5_AD012_srt_rmdup_q10_filtered.bam.tar
